TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
SHUL4;4,48;4,57;7,87;1,70;0,74;22,21;14,47;11,45;6,22;71,63;1,66;0,45;0,90;1,73;-2,08;2,97;21,64;9,38;13,79;0,43;0,57;0,82;24,09;46,02;1.240.992,66;2,63;0,57;0,24;18.001.768.795,64
SIMH3;11,59;5,36;10,57;3,29;0,20;33,04;23,68;5,81;2,59;7,41;4,82;6,12;0,61;0,73;-0,36;2,79;31,12;1,93;8,28;0,06;0,89;0,33;16,28;;34.469.322,10;3,52;1,10;0,08;9.717.147.665,31
SLCE3;53,21;4,56;7,72;2,41;0,75;36,69;31,78;17,74;4,31;5,03;0,72;0,40;1,37;3,71;-1,45;1,73;31,18;9,76;25,20;0,31;0,67;0,55;30,68;117,70;93.858.007,66;22,11;6,89;0,07;11.303.006.492,79
SLED3;12,01;;0,38;-0,04;0,09;46,85;22,97;69,63;1,14;12,54;11,86;;0,26;-0,11;-0,21;0,41;-11,45;24,56;-7,50;-2,14;3,14;0,35;-44,82;;21.893,56;-279,17;31,97;0,00;12.856.126,19
SLED4;4,20;;0,13;-0,02;0,03;46,85;22,97;69,63;0,40;12,54;11,86;;0,09;-0,04;-0,07;0,41;-11,45;24,56;-7,50;-2,14;3,14;0,35;-44,82;;132.637,52;-279,17;31,97;0,00;12.856.126,19
SMFT3;13,64;;-14,29;1,95;0,72;13,57;-14,07;-28,59;-29,04;-29,09;-0,05;0,00;4,09;3,14;-1,12;2,80;-13,65;-5,03;-3,87;0,37;0,63;0,18;21,63;;19.092.940,52;6,99;-0,95;0,55;7.996.344.821,96
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;46,10;5,06;11,16;3,37;1,13;42,01;42,36;27,14;7,15;9,38;2,23;1,05;3,03;6,43;-1,67;2,21;30,21;10,16;15,97;0,34;0,66;0,37;12,98;47,87;82.668.017,97;13,68;4,13;0,16;16.319.922.266,90
SNSY3;8,47;;-0,50;-0,04;0,14;17,66;-1,97;-17,24;-4,36;-14,22;-8,23;;0,09;-0,99;-0,36;0,81;-8,62;-28,61;1,09;-3,32;4,36;1,66;16,09;;2.746,33;-197,50;-17,02;-0,07;89.942.120,80
SNSY5;3,05;;-0,18;-0,02;0,05;17,66;-1,97;-17,24;-1,57;-14,22;-8,23;;0,03;-0,36;-0,13;0,81;-8,62;-28,61;1,09;-3,32;4,36;1,66;16,09;;12.168,19;-197,50;-17,02;-0,03;89.942.120,80
SNSY6;13,33;;-0,78;-0,07;0,22;17,66;-1,97;-17,24;-6,85;-14,22;-8,23;;0,14;-1,56;-0,56;0,81;-8,62;-28,61;1,09;-3,32;4,36;1,66;16,09;;;-197,50;-17,02;-0,11;89.942.120,80
SOJA3;12,89;0,31;12,21;2,34;1,52;14,20;11,48;11,19;11,90;11,75;-0,15;-0,03;1,37;3,64;-5,18;2,44;19,15;12,44;15,69;0,65;0,35;1,11;;;3.993.531,97;5,51;1,06;0,14;1.509.938.802,14
SOMA3;10,61;0,86;25,43;1,16;0,81;56,50;6,90;9,48;34,93;38,68;3,75;0,12;2,41;5,18;-1,15;2,14;4,57;3,19;1,30;0,70;0,30;0,34;;;64.946.744,62;9,14;0,42;-0,01;8.326.169.627,53
SOND3;46,01;13,11;8,02;1,74;1,22;37,13;18,24;14,75;6,49;4,44;-1,77;-0,47;1,18;3,37;-2,90;2,69;21,69;15,27;20,74;0,70;0,30;1,04;-0,97;;;26,45;5,74;-0,25;108.266.260,00
SOND5;40,00;16,58;6,97;1,51;1,06;37,13;18,24;14,75;5,64;4,44;-1,77;-0,47;1,03;2,93;-2,52;2,69;21,69;15,27;20,74;0,70;0,30;1,04;-0,97;;6.352,75;26,45;5,74;-0,22;108.266.260,00
SOND6;43,00;15,43;7,49;1,63;1,14;37,13;18,24;14,75;6,06;4,44;-1,77;-0,47;1,11;3,15;-2,71;2,69;21,69;15,27;20,74;0,70;0,30;1,04;-0,97;;21.300,00;26,45;5,74;-0,23;108.266.260,00
SPRT3B;76,40;;-223,65;-101,03;32.738,27;;;;-270,21;-270,21;0,00;;;-100,72;-32.738,27;0,00;-45,17;-14.638,37;37,39;-324,05;325,05;0,00;;;;-0,76;-0,34;-0,83;370.531.748,80
SQIA3;17,62;0,38;48,81;1,99;1,07;39,63;9,38;7,50;39,05;42,64;3,59;0,18;3,66;-67,97;-1,21;0,88;4,08;2,19;3,27;0,54;0,46;0,29;33,05;30,83;22.482.047,21;8,85;0,36;0,10;1.549.537.546,64
STBP3;6,83;4,38;17,59;2,62;1,24;42,35;26,60;20,19;13,35;11,74;-1,60;-0,31;3,55;7,54;-1,71;2,47;14,90;7,05;12,38;0,47;0,53;0,35;13,09;;34.863.250,83;2,61;0,39;0,02;5.893.132.670,16
STKF3;0,00;;0,00;0,00;0,00;60,61;40,80;30,84;0,00;2,79;2,79;0,31;0,00;0,00;0,00;1,26;8,36;4,94;6,35;0,59;0,41;0,16;15,48;;;5,21;0,44;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;25,38;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;25,65;0,88;36,04;1,34;0,37;5,36;-2,49;1,47;-21,23;6,67;27,90;-1,76;0,53;1,00;-1,14;2,24;3,72;1,03;-8,10;0,28;0,72;0,70;4,58;-15,30;119.252.448,07;19,14;0,71;-0,41;10.922.914.075,50
SULA3;8,76;0,86;36,93;1,37;0,38;5,36;-2,49;1,47;-21,76;6,67;27,90;-1,76;0,54;1,02;-1,17;2,24;3,72;1,03;-8,10;0,28;0,72;0,70;4,58;-15,30;32.019,83;6,38;0,24;-0,42;10.922.914.075,50
SULA4;8,50;0,88;35,83;1,33;0,37;5,36;-2,49;1,47;-21,11;6,67;27,90;-1,76;0,53;0,99;-1,14;2,24;3,72;1,03;-8,10;0,28;0,72;0,70;4,58;-15,30;65.746,72;6,38;0,24;-0,41;10.922.914.075,50
SUZB3;51,74;2,58;3,25;2,79;0,62;49,30;42,95;51,86;3,92;6,70;2,78;1,97;1,68;2,93;-0,87;4,12;85,78;19,20;10,03;0,22;0,78;0,37;32,90;66,56;269.856.965,90;18,57;15,93;0,00;70.431.777.836,16
SYNE3;4,78;182,28;0,58;0,44;0,15;70,26;69,27;54,19;0,45;0,97;0,52;0,51;0,31;1,07;-0,19;4,61;76,79;26,93;36,18;0,35;0,41;0,50;40,50;;4.219.441,00;10,82;8,31;0,00;729.640.447,10
TAEE11;40,54;9,48;6,30;1,93;0,80;84,47;102,90;66,02;4,04;5,84;1,80;0,86;4,16;7,37;-0,99;2,32;30,61;12,75;20,58;0,42;0,58;0,19;20,07;20,80;101.415.338,41;21,03;6,44;-0,65;13.965.985.689,78
TAEE3;13,57;9,44;6,32;1,94;0,81;84,47;102,90;66,02;4,06;5,84;1,80;0,86;4,17;7,40;-1,00;2,32;30,61;12,75;20,58;0,42;0,58;0,19;20,07;20,80;1.175.031,10;7,01;2,15;-0,66;13.965.985.689,78
TAEE4;13,52;9,47;6,30;1,93;0,80;84,47;102,90;66,02;4,04;5,84;1,80;0,86;4,16;7,38;-0,99;2,32;30,61;12,75;20,58;0,42;0,58;0,19;20,07;20,80;2.840.133,48;7,01;2,15;-0,65;13.965.985.689,78
TASA3;18,47;8,79;2,88;2,48;1,05;48,79;36,25;26,59;2,11;2,31;0,19;0,22;0,77;4,16;-3,42;1,58;86,01;36,57;50,46;0,43;0,57;1,38;26,98;;858.850,93;7,46;6,41;0,05;2.199.649.491,26
TASA4;18,54;8,76;2,89;2,49;1,06;48,79;36,25;26,59;2,12;2,31;0,19;0,22;0,77;4,18;-3,43;1,58;86,01;36,57;50,46;0,43;0,57;1,38;26,98;;23.023.266,03;7,46;6,41;0,05;2.199.649.491,26
TCNO3;1,45;;-12,60;-12,60;0,04;;;;-11,00;-48,17;-38,74;;;-0,10;-0,05;0,28;-100,00;-0,32;-2,64;0,00;1,00;0,00;;;19.699,79;-0,12;-0,12;-0,03;8.234.156,98
TCNO4;1,13;;-9,82;-9,82;0,03;;;;-8,57;-48,17;-38,74;;;-0,07;-0,04;0,28;-100,00;-0,32;-2,64;0,00;1,00;0,00;;;23.110,07;-0,12;-0,12;-0,02;8.234.156,98
TCSA3;2,15;;-0,96;0,27;0,10;4,93;-69,25;-102,63;-1,42;-4,94;-3,52;0,67;0,98;0,29;-0,20;3,14;-28,36;-10,58;-9,31;0,37;0,57;0,10;-15,57;;986.165,17;7,92;-2,25;-0,04;158.281.344,50
TECN3;2,44;3,32;6,91;0,58;0,30;52,78;16,70;8,11;3,35;4,12;0,77;0,13;0,56;0,63;-0,84;3,81;8,38;4,32;10,61;0,52;0,48;0,53;-2,72;;1.514.837,10;4,22;0,35;-0,02;186.675.164,60
TEKA3;26,10;;-0,16;-0,01;0,01;19,35;10,54;-34,05;0,50;22,34;22,04;;0,05;-0,01;-0,01;0,04;-4,71;-7,85;-1,95;-1,67;2,67;0,23;7,53;;5.220,00;-3.571,28;-168,37;0,01;7.936.125,50
TEKA4;10,60;;-0,06;0,00;0,00;19,35;10,54;-34,05;0,20;22,34;22,04;;0,02;0,00;-0,01;0,04;-4,71;-7,85;-1,95;-1,67;2,67;0,23;7,53;;54.845,59;-3.571,28;-168,37;0,00;7.936.125,50
TELB3;32,65;;-15,28;1,65;0,55;-78,69;-24,27;-50,14;-31,58;-13,94;12,86;-0,67;7,66;1,93;-0,86;4,43;-10,77;-3,58;-4,55;0,33;0,67;0,07;38,50;;58.566,65;19,83;-2,14;-2,32;1.880.399.993,28
TELB4;14,43;;-6,76;0,73;0,24;-78,69;-24,27;-50,14;-13,95;-13,94;12,86;-0,67;3,39;0,85;-0,38;4,43;-10,77;-3,58;-4,55;0,33;0,67;0,07;38,50;;97.491,34;19,83;-2,14;-1,02;1.880.399.993,28
TEND3;4,33;;-2,81;0,39;0,10;14,99;-6,75;-6,39;-2,66;-6,08;-3,42;0,51;0,18;0,37;-0,25;1,91;-14,03;-3,68;-8,40;0,26;0,74;0,58;19,26;;13.794.562,52;11,00;-1,54;0,02;451.810.585,18
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;1.340.759,40;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;9,75;1,27;102,95;32,16;19,11;59,33;22,80;18,60;83,99;14,22;0,09;0,03;19,15;36,44;-80,44;3,20;31,24;18,56;24,94;0,59;0,41;1,00;;;4.678.249,31;0,30;0,09;0,62;1.557.250.514,63
TGMA3;14,76;6,33;9,14;1,39;0,95;18,18;11,93;10,50;8,05;7,85;-0,20;-0,03;0,96;3,28;-1,82;2,51;15,23;10,36;12,08;0,68;0,32;0,99;1,74;50,44;2.936.143,17;10,60;1,61;0,21;974.203.025,40
TIET11;12,54;;4,38;2,25;0,46;74,66;61,76;49,46;3,51;7,15;3,64;2,34;2,16;1.031,49;-0,52;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;5,57;2,87;0,02;5.004.795.800,93
TIET3;3,49;;6,09;3,13;0,64;74,66;61,76;49,46;4,88;7,15;3,64;2,34;3,01;1.435,37;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIET4;3,51;;6,13;3,15;0,64;74,66;61,76;49,46;4,91;7,15;3,64;2,34;3,03;1.443,59;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIMS3;13,04;3,94;10,23;1,25;0,64;53,10;20,92;16,73;8,18;6,98;-1,20;-0,18;1,71;6,49;-0,89;1,56;12,18;6,29;13,07;0,52;0,48;0,38;2,95;32,68;80.151.101,38;10,47;1,27;0,18;31.567.289.349,92
TKNO3;69,63;8,34;2,99;0,84;0,58;25,69;22,17;20,65;2,78;2,41;-0,57;-0,17;0,62;1,74;-1,46;2,24;27,96;19,45;23,51;0,70;0,30;0,94;23,01;;;83,33;23,30;0,01;219.271.313,00
TKNO4;79,93;10,57;3,43;0,96;0,67;25,69;22,17;20,65;3,20;2,41;-0,57;-0,17;0,71;2,00;-1,68;2,24;27,96;19,45;23,51;0,70;0,30;0,94;23,01;;7.729,33;83,33;23,30;0,02;219.271.313,00
TOTS3;27,49;0,80;46,19;3,94;1,68;66,59;14,43;10,44;33,40;31,03;-2,37;-0,28;4,82;7,68;-3,71;1,67;8,53;3,64;6,60;0,43;0,55;0,35;8,34;19,20;198.761.300,10;6,98;0,60;2,73;16.966.365.645,69
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;1,35;1,38;8,85;0,27;0,08;15,74;7,91;2,72;3,04;23,96;20,92;1,87;0,24;-0,60;-0,08;0,26;3,08;0,90;2,09;0,29;0,70;0,33;-7,49;;830.184,28;4,96;0,15;-0,11;237.600.000,00
TRAD3;6,95;0,00;59.316,59;3,30;3,15;56,89;-47,28;0,03;-40,36;-34,92;5,45;-0,45;19,08;7,15;-6,06;12,08;0,01;0,01;-12,70;0,95;0,05;0,17;;;15.023.044,14;2,10;0,00;-594,64;1.957.447.609,10
TRIS3;3,53;6,22;6,90;0,54;0,29;35,09;18,15;12,98;4,93;7,18;2,25;0,24;0,89;0,54;-1,04;3,72;7,76;4,17;6,10;0,54;0,44;0,32;20,68;105,70;6.063.903,83;6,60;0,51;-0,15;658.759.909,14
TRPL3;30,14;6,59;6,67;1,33;0,66;72,66;77,80;51,31;4,40;5,25;1,46;0,44;3,42;7,04;-0,77;3,29;20,00;9,93;16,23;0,50;0,49;0,19;-6,60;-9,59;46.333,89;22,61;4,52;-0,41;17.120.284.525,80
TRPL4;23,31;8,52;5,16;1,03;0,51;72,66;77,80;51,31;3,40;5,25;1,46;0,44;2,65;5,44;-0,59;3,29;20,00;9,93;16,23;0,50;0,49;0,19;-6,60;-9,59;44.944.415,10;22,61;4,52;-0,32;17.120.284.525,80
TTEN3;8,83;0,17;10,05;1,90;0,87;12,87;5,99;7,46;12,51;12,44;-0,08;-0,01;0,75;2,37;-3,70;1,93;18,93;8,69;8,40;0,46;0,54;1,16;;;8.308.812,24;4,64;0,88;0,21;4.381.601.823,01
TUPY3;23,59;1,83;11,53;1,28;0,49;16,37;6,98;3,73;6,16;8,69;2,53;0,52;0,43;1,43;-1,28;2,24;11,06;4,24;9,55;0,38;0,62;1,14;16,82;;24.170.495,93;18,49;2,05;0,08;3.401.147.225,00
TXRX3;27,29;;-5,36;-0,35;0,51;32,55;17,58;-12,61;3,84;11,33;9,55;;0,68;-0,60;-0,97;0,36;-6,51;-9,52;-68,12;-1,46;2,46;0,75;13,47;;6.840,50;-78,32;-5,10;-0,09;53.904.219,77
TXRX4;5,05;;-0,99;-0,06;0,09;32,55;17,58;-12,61;0,71;11,33;9,55;;0,13;-0,11;-0,18;0,36;-6,51;-9,52;-68,12;-1,46;2,46;0,75;13,47;;3.479,58;-78,32;-5,10;-0,02;53.904.219,77
UCAS3;3,04;3,55;6,21;1,13;0,64;35,55;15,73;13,65;5,39;4,13;-1,25;-0,26;0,85;6,63;-1,21;1,26;18,21;10,32;13,48;0,57;0,43;0,76;3,58;;226.979,24;2,69;0,49;0,08;200.902.546,56
UGPA3;13,08;5,99;12,46;1,39;0,37;3,97;1,50;1,00;8,28;16,02;7,74;1,30;0,12;1,18;-1,04;1,98;11,18;3,00;5,86;0,27;0,73;3,01;7,24;-5,60;109.462.152,72;9,39;1,05;0,35;14.586.183.032,64
UNIP3;86,70;14,91;4,18;3,41;1,39;45,28;46,62;31,36;2,81;2,90;-0,14;-0,16;1,31;5,52;-2,79;2,02;81,47;33,34;50,24;0,41;0,59;1,06;47,87;50,28;3.008.248,79;25,44;20,72;0,02;9.701.331.351,99
UNIP5;99,12;14,35;4,78;3,90;1,59;45,28;46,62;31,36;3,22;2,90;-0,14;-0,16;1,50;6,31;-3,19;2,02;81,47;33,34;50,24;0,41;0,59;1,06;47,87;50,28;33.706,00;25,44;20,72;0,02;9.701.331.351,99
UNIP6;96,99;14,66;4,68;3,81;1,56;45,28;46,62;31,36;3,15;2,90;-0,14;-0,16;1,47;6,18;-3,12;2,02;81,47;33,34;50,24;0,41;0,59;1,06;47,87;50,28;24.199.145,17;25,44;20,72;0,02;9.701.331.351,99
USIM3;10,00;17,44;1,34;0,55;0,32;30,50;30,88;27,03;1,18;1,08;-0,10;-0,05;0,36;0,87;-0,64;3,69;40,68;23,86;26,93;0,59;0,34;0,88;31,89;;5.289.071,55;18,30;7,45;0,00;12.585.572.922,40
USIM5;10,10;18,99;1,36;0,55;0,32;30,50;30,88;27,03;1,19;1,08;-0,10;-0,05;0,37;0,88;-0,65;3,69;40,68;23,86;26,93;0,59;0,34;0,88;31,89;;197.613.922,28;18,30;7,45;0,00;12.585.572.922,40
USIM6;14,50;13,23;1,95;0,79;0,46;30,50;30,88;27,03;1,70;1,08;-0,10;-0,05;0,53;1,27;-0,93;3,69;40,68;23,86;26,93;0,59;0,34;0,88;31,89;;2.089,00;18,30;7,45;0,01;12.585.572.922,40
VALE3;84,51;16,69;3,72;2,37;0,96;58,69;48,60;40,47;3,09;3,26;0,17;0,13;1,50;18,59;-1,21;1,33;63,77;25,77;44,29;0,40;0,59;0,64;25,41;53,57;2.338.133.000,83;35,67;22,75;0,04;422.468.875.724,13
VAMO3;14,25;1,38;30,87;5,06;1,28;37,99;28,26;13,88;15,17;18,54;3,37;1,13;4,29;5,36;-2,11;2,55;16,40;4,14;8,10;0,25;0,75;0,30;571,04;537,78;41.300.359,45;2,81;0,46;0,28;13.922.078.572,50
VBBR3;18,23;3,19;9,12;1,69;0,58;5,05;1,91;1,64;7,81;11,33;3,53;0,76;0,15;2,10;-1,19;2,15;18,52;6,32;7,90;0,34;0,66;3,86;8,47;;214.699.315,76;10,80;2,00;-0,21;21.237.950.000,00
VIIA3;2,93;;-10,20;0,83;0,13;30,03;-0,96;-1,49;-15,93;-43,65;-27,72;1,45;0,15;-3,33;-0,27;0,92;-8,15;-1,32;-9,89;0,16;0,84;0,89;9,29;;133.674.347,55;3,53;-0,29;0,07;4.683.387.758,08
VITT3;10,77;2,11;13,91;3,11;1,75;36,15;17,65;13,58;10,70;12,38;1,68;0,49;1,89;5,24;-5,86;1,91;22,36;12,60;15,83;0,56;0,43;0,93;;;2.082.670,48;3,46;0,77;0,57;1.540.638.882,39
VIVA3;22,53;1,46;15,63;3,82;2,08;67,90;20,81;21,47;16,12;15,59;-0,53;-0,13;3,36;5,85;-5,43;2,35;24,45;13,28;17,05;0,54;0,46;0,62;;;21.951.524,69;5,90;1,44;0,10;5.321.535.735,57
VIVR3;0,84;;-1,82;-0,57;0,37;16,90;-112,00;-114,41;-1,86;-4,90;-3,04;;2,08;-0,61;-0,75;0,46;-31,55;-20,28;-216,30;-0,64;1,64;0,18;;;2.212.252,10;-1,47;-0,46;0,03;120.038.278,92
VIVT3;47,07;7,78;13,04;1,13;0,68;43,10;15,65;13,59;11,33;12,83;1,50;0,15;1,77;-56,41;-0,83;0,94;8,65;5,23;7,55;0,61;0,39;0,39;0,71;8,18;95.083.256,55;41,75;3,61;0,40;78.933.484.415,97
VIVT4;45,34;;12,56;1,09;0,66;43,10;15,65;13,59;10,91;12,83;1,50;0,15;1,71;-54,34;-0,80;0,94;8,65;5,23;7,55;0,61;0,39;0,39;0,71;8,18;;41,75;3,61;0,38;78.933.484.415,97
VLID3;10,26;2,83;18,17;0,74;0,29;24,98;7,70;2,04;4,81;9,39;4,58;0,71;0,37;1,93;-0,52;1,48;4,07;1,57;7,11;0,39;0,60;0,77;4,98;-12,01;3.302.980,17;13,88;0,56;-0,15;846.198.034,92
VSPT3;4,99;;-1,44;0,16;0,08;0,31;-11,06;-17,53;-2,29;-1,66;0,62;-0,04;0,25;-1,14;-0,09;0,49;-10,92;-5,80;-8,27;0,53;0,47;0,33;11,60;;;31,68;-3,46;-0,01;712.610.842,16
VSPT4;0,00;;0,00;0,00;0,00;0,31;-11,06;-17,53;0,00;-1,66;0,62;-0,04;0,00;0,00;0,00;0,49;-10,92;-5,80;-8,27;0,53;0,47;0,33;11,60;;;31,68;-3,46;0,00;712.610.842,16
VULC3;11,05;3,17;7,69;1,93;1,32;35,48;18,14;17,37;7,36;7,76;0,40;0,11;1,34;3,29;-3,79;2,59;25,13;17,13;19,54;0,68;0,32;0,99;10,48;58,16;5.305.899,90;5,72;1,44;0,01;2.715.606.496,20
VVEO3;14,49;2,80;9,05;1,89;0,61;17,97;8,30;6,91;7,53;8,13;0,60;0,15;0,63;1,70;-1,77;2,20;20,87;6,72;12,62;0,32;0,68;0,97;;;2.776.894,38;7,67;1,60;0,04;4.145.927.486,40
WEGE3;24,64;1,92;27,47;8,33;4,28;28,58;17,24;14,88;23,70;23,66;-0,04;-0,01;4,09;14,52;-13,35;1,77;30,32;15,58;22,79;0,51;0,47;1,05;20,26;27,50;254.091.267,66;2,96;0,90;0,67;103.421.915.470,72
WEST3;2,56;;-8,67;0,76;0,61;43,98;-16,11;-10,12;-5,44;-1,83;3,61;-0,50;0,88;1,06;-1,92;5,97;-8,71;-6,98;-14,46;0,80;0,20;0,69;;;1.203.796,00;3,39;-0,30;-0,01;282.105.384,96
WHRL3;5,13;7,67;8,52;3,82;0,91;16,87;9,00;7,93;7,51;7,36;-0,16;-0,08;0,68;45,28;-3,25;1,03;44,88;10,71;27,59;0,24;0,76;1,35;14,11;23,76;47.447,14;1,34;0,60;0,69;7.718.773.913,06
WHRL4;5,15;8,41;8,55;3,84;0,92;16,87;9,00;7,93;7,54;7,36;-0,16;-0,08;0,68;45,45;-3,26;1,03;44,88;10,71;27,59;0,24;0,76;1,35;14,11;23,76;141.165,52;1,34;0,60;0,69;7.718.773.913,06
WIZS3;8,31;7,08;8,21;3,80;0,70;59,67;40,34;20,07;4,08;4,26;0,18;0,16;1,65;-26,42;-0,81;0,84;46,25;8,50;21,78;0,18;0,55;0,42;15,13;2,22;12.377.528,90;2,19;1,01;-0,38;1.328.829.513,42
WLMM3;27,84;2,18;10,23;1,82;1,47;13,99;7,53;6,08;8,26;7,57;-1,19;-0,26;0,62;3,74;-2,92;4,69;17,80;14,32;15,56;0,80;0,19;2,36;34,55;;9.775,00;15,29;2,72;0,24;1.075.894.411,30
WLMM4;30,97;2,16;11,38;2,03;1,63;13,99;7,53;6,08;9,19;7,57;-1,19;-0,26;0,69;4,16;-3,25;4,69;17,80;14,32;15,56;0,80;0,19;2,36;34,55;;37.871,85;15,29;2,72;0,27;1.075.894.411,30
YDUQ3;15,17;0,83;24,55;1,43;0,47;55,33;13,49;4,24;7,72;14,02;6,30;1,17;1,04;3,57;-0,65;1,84;5,82;1,90;6,22;0,33;0,67;0,45;6,64;-12,30;37.739.370,66;10,61;0,62;-0,03;4.688.877.869,67
